name,adcode,gb
盘龙区,530103,156530103
官渡区,530111,156530111
西山区,530112,156530112
东川区,530113,156530113
呈贡区,530114,156530114
晋宁区,530115,156530115
富民县,530124,156530124
宜良县,530125,156530125
石林彝族自治县,530126,156530126
嵩明县,530127,156530127
禄劝彝族苗族自治县,530128,156530128
寻甸回族彝族自治县,530129,156530129
安宁市,530181,156530181
麒麟区,530302,156530302
沾益区,530303,156530303
马龙区,530304,156530304
陆良县,530322,156530322
师宗县,530323,156530323
罗平县,530324,156530324
富源县,530325,156530325
会泽县,530326,156530326
宣威市,530381,156530381
红塔区,530402,156530402
江川区,530403,156530403
通海县,530423,156530423
华宁县,530424,156530424
易门县,530425,156530425
峨山彝族自治县,530426,156530426
新平彝族傣族自治县,530427,156530427
元江哈尼族彝族傣族自治县,530428,156530428
澄江市,530481,156530481
隆阳区,530502,156530502
施甸县,530521,156530521
龙陵县,530523,156530523
昌宁县,530524,156530524
腾冲市,530581,156530581
昭阳区,530602,156530602
鲁甸县,530621,156530621
巧家县,530622,156530622
盐津县,530623,156530623
大关县,530624,156530624
永善县,530625,156530625
绥江县,530626,156530626
镇雄县,530627,156530627
彝良县,530628,156530628
威信县,530629,156530629
水富市,530681,156530681
古城区,530702,156530702
玉龙纳西族自治县,530721,156530721
永胜县,530722,156530722
华坪县,530723,156530723
宁蒗彝族自治县,530724,156530724
思茅区,530802,156530802
宁洱哈尼族彝族自治县,530821,156530821
墨江哈尼族自治县,530822,156530822
景东彝族自治县,530823,156530823
景谷傣族彝族自治县,530824,156530824
镇沅彝族哈尼族拉祜族自治县,530825,156530825
江城哈尼族彝族自治县,530826,156530826
孟连傣族拉祜族佤族自治县,530827,156530827
澜沧拉祜族自治县,530828,156530828
西盟佤族自治县,530829,156530829
临翔区,530902,156530902
凤庆县,530921,156530921
云县,530922,156530922
永德县,530923,156530923
镇康县,530924,156530924
双江拉祜族佤族布朗族傣族自治县,530925,156530925
耿马傣族佤族自治县,530926,156530926
沧源佤族自治县,530927,156530927
楚雄市,532301,156532301
禄丰市,532302,156532302
双柏县,532322,156532322
牟定县,532323,156532323
南华县,532324,156532324
姚安县,532325,156532325
大姚县,532326,156532326
永仁县,532327,156532327
元谋县,532328,156532328
武定县,532329,156532329
个旧市,532501,156532501
开远市,532502,156532502
蒙自市,532503,156532503
弥勒市,532504,156532504
屏边苗族自治县,532523,156532523
建水县,532524,156532524
石屏县,532525,156532525
泸西县,532527,156532527
元阳县,532528,156532528
红河县,532529,156532529
金平苗族瑶族傣族自治县,532530,156532530
绿春县,532531,156532531
河口瑶族自治县,532532,156532532
文山市,532601,156532601
砚山县,532622,156532622
西畴县,532623,156532623
麻栗坡县,532624,156532624
马关县,532625,156532625
丘北县,532626,156532626
广南县,532627,156532627
富宁县,532628,156532628
景洪市,532801,156532801
勐海县,532822,156532822
勐腊县,532823,156532823
大理市,532901,156532901
漾濞彝族自治县,532922,156532922
祥云县,532923,156532923
宾川县,532924,156532924
弥渡县,532925,156532925
南涧彝族自治县,532926,156532926
巍山彝族回族自治县,532927,156532927
永平县,532928,156532928
云龙县,532929,156532929
洱源县,532930,156532930
剑川县,532931,156532931
鹤庆县,532932,156532932
瑞丽市,533102,156533102
芒市,533103,156533103
梁河县,533122,156533122
盈江县,533123,156533123
陇川县,533124,156533124
泸水市,533301,156533301
福贡县,533323,156533323
贡山独龙族怒族自治县,533324,156533324
兰坪白族普米族自治县,533325,156533325
香格里拉市,533401,156533401
德钦县,533422,156533422
维西傈僳族自治县,533423,156533423
城关区,540102,156540102
堆龙德庆区,540103,156540103
达孜区,540104,156540104
林周县,540121,156540121
当雄县,540122,156540122
尼木县,540123,156540123
曲水县,540124,156540124
墨竹工卡县,540127,156540127
桑珠孜区,540202,156540202
南木林县,540221,156540221
江孜县,540222,156540222
定日县,540223,156540223
萨迦县,540224,156540224
拉孜县,540225,156540225
昂仁县,540226,156540226
谢通门县,540227,156540227
白朗县,540228,156540228
仁布县,540229,156540229
康马县,540230,156540230
定结县,540231,156540231
仲巴县,540232,156540232
亚东县,540233,156540233
吉隆县,540234,156540234
聂拉木县,540235,156540235
萨嘎县,540236,156540236
岗巴县,540237,156540237
卡若区,540302,156540302
江达县,540321,156540321
贡觉县,540322,156540322
类乌齐县,540323,156540323
丁青县,540324,156540324
察雅县,540325,156540325
八宿县,540326,156540326
左贡县,540327,156540327
芒康县,540328,156540328
洛隆县,540329,156540329
边坝县,540330,156540330
巴宜区,540402,156540402
工布江达县,540421,156540421
米林市,540422,156540422
墨脱县,540423,156540423
波密县,540424,156540424
察隅县,540425,156540425
朗县,540426,156540426
乃东区,540502,156540502
扎囊县,540521,156540521
贡嘎县,540522,156540522
桑日县,540523,156540523
琼结县,540524,156540524
曲松县,540525,156540525
措美县,540526,156540526
洛扎县,540527,156540527
加查县,540528,156540528
隆子县,540529,156540529
错那市,540530,156540530
浪卡子县,540531,156540531
色尼区,540602,156540602
嘉黎县,540621,156540621
比如县,540622,156540622
聂荣县,540623,156540623
安多县,540624,156540624
申扎县,540625,156540625
索县,540626,156540626
班戈县,540627,156540627
巴青县,540628,156540628
尼玛县,540629,156540629
双湖县,540630,156540630
普兰县,542521,156542521
札达县,542522,156542522
噶尔县,542523,156542523
日土县,542524,156542524
革吉县,542525,156542525
改则县,542526,156542526
措勤县,542527,156542527
新城区,610102,156610102
碑林区,610103,156610103
莲湖区,610104,156610104
灞桥区,610111,156610111
未央区,610112,156610112
雁塔区,610113,156610113
阎良区,610114,156610114
临潼区,610115,156610115
长安区,610116,156610116
高陵区,610117,156610117
鄠邑区,610118,156610118
蓝田县,610122,156610122
周至县,610124,156610124
王益区,610202,156610202
印台区,610203,156610203
耀州区,610204,156610204
宜君县,610222,156610222
渭滨区,610302,156610302
金台区,610303,156610303
陈仓区,610304,156610304
凤翔区,610305,156610305
岐山县,610323,156610323
扶风县,610324,156610324
眉县,610326,156610326
陇县,610327,156610327
千阳县,610328,156610328
麟游县,610329,156610329
凤县,610330,156610330
太白县,610331,156610331
秦都区,610402,156610402
杨陵区,610403,156610403
渭城区,610404,156610404
三原县,610422,156610422
泾阳县,610423,156610423
乾县,610424,156610424
礼泉县,610425,156610425
永寿县,610426,156610426
长武县,610428,156610428
旬邑县,610429,156610429
淳化县,610430,156610430
武功县,610431,156610431
兴平市,610481,156610481
彬州市,610482,156610482
临渭区,610502,156610502
华州区,610503,156610503
潼关县,610522,156610522
大荔县,610523,156610523
合阳县,610524,156610524
澄城县,610525,156610525
蒲城县,610526,156610526
白水县,610527,156610527
富平县,610528,156610528
韩城市,610581,156610581
华阴市,610582,156610582
宝塔区,610602,156610602
安塞区,610603,156610603
延长县,610621,156610621
延川县,610622,156610622
志丹县,610625,156610625
吴起县,610626,156610626
甘泉县,610627,156610627
富县,610628,156610628
洛川县,610629,156610629
宜川县,610630,156610630
黄龙县,610631,156610631
黄陵县,610632,156610632
子长市,610681,156610681
汉台区,610702,156610702
南郑区,610703,156610703
城固县,610722,156610722
洋县,610723,156610723
西乡县,610724,156610724
勉县,610725,156610725
宁强县,610726,156610726
略阳县,610727,156610727
镇巴县,610728,156610728
留坝县,610729,156610729
佛坪县,610730,156610730
榆阳区,610802,156610802
横山区,610803,156610803
府谷县,610822,156610822
靖边县,610824,156610824
定边县,610825,156610825
绥德县,610826,156610826
米脂县,610827,156610827
佳县,610828,156610828
吴堡县,610829,156610829
清涧县,610830,156610830
子洲县,610831,156610831
神木市,610881,156610881
汉滨区,610902,156610902
汉阴县,610921,156610921
石泉县,610922,156610922
宁陕县,610923,156610923
紫阳县,610924,156610924
岚皋县,610925,156610925
平利县,610926,156610926
镇坪县,610927,156610927
白河县,610929,156610929
旬阳市,610981,156610981
商州区,611002,156611002
洛南县,611021,156611021
丹凤县,611022,156611022
商南县,611023,156611023
山阳县,611024,156611024
镇安县,611025,156611025
柞水县,611026,156611026
城关区,620102,156620102
七里河区,620103,156620103
西固区,620104,156620104
安宁区,620105,156620105
红古区,620111,156620111
永登县,620121,156620121
皋兰县,620122,156620122
榆中县,620123,156620123
嘉峪关市,620200,156620200
金川区,620302,156620302
永昌县,620321,156620321
白银区,620402,156620402
平川区,620403,156620403
靖远县,620421,156620421
会宁县,620422,156620422
景泰县,620423,156620423
秦州区,620502,156620502
麦积区,620503,156620503
清水县,620521,156620521
秦安县,620522,156620522
甘谷县,620523,156620523
武山县,620524,156620524
张家川回族自治县,620525,156620525
凉州区,620602,156620602
民勤县,620621,156620621
古浪县,620622,156620622
天祝藏族自治县,620623,156620623
甘州区,620702,156620702
肃南裕固族自治县,620721,156620721
民乐县,620722,156620722
临泽县,620723,156620723
高台县,620724,156620724
山丹县,620725,156620725
崆峒区,620802,156620802
泾川县,620821,156620821
灵台县,620822,156620822
崇信县,620823,156620823
庄浪县,620825,156620825
静宁县,620826,156620826
华亭市,620881,156620881
肃州区,620902,156620902
金塔县,620921,156620921
瓜州县,620922,156620922
肃北蒙古族自治县,620923,156620923
阿克塞哈萨克族自治县,620924,156620924
玉门市,620981,156620981
敦煌市,620982,156620982
西峰区,621002,156621002
庆城县,621021,156621021
环县,621022,156621022
华池县,621023,156621023
合水县,621024,156621024
正宁县,621025,156621025
宁县,621026,156621026
镇原县,621027,156621027
安定区,621102,156621102
通渭县,621121,156621121
陇西县,621122,156621122
渭源县,621123,156621123
临洮县,621124,156621124
漳县,621125,156621125
岷县,621126,156621126
武都区,621202,156621202
成县,621221,156621221
文县,621222,156621222
宕昌县,621223,156621223
康县,621224,156621224
西和县,621225,156621225
礼县,621226,156621226
徽县,621227,156621227
两当县,621228,156621228
临夏市,622901,156622901
临夏县,622921,156622921
康乐县,622922,156622922
永靖县,622923,156622923
广河县,622924,156622924
和政县,622925,156622925
东乡族自治县,622926,156622926
积石山保安族东乡族撒拉族自治县,622927,156622927
合作市,623001,156623001
临潭县,623021,156623021
卓尼县,623022,156623022
舟曲县,623023,156623023
迭部县,623024,156623024
玛曲县,623025,156623025
碌曲县,623026,156623026
夏河县,623027,156623027
中农发山丹马场,629700,156629700
莲花山风景林自然保护区,629800,156629800
太子山天然林保护区,629900,156629900
城东区,630102,156630102
城中区,630103,156630103
城西区,630104,156630104
城北区,630105,156630105
湟中区,630106,156630106
大通回族土族自治县,630121,156630121
湟源县,630123,156630123
乐都区,630202,156630202
平安区,630203,156630203
民和回族土族自治县,630222,156630222
互助土族自治县,630223,156630223
化隆回族自治县,630224,156630224
循化撒拉族自治县,630225,156630225
门源回族自治县,632221,156632221
祁连县,632222,156632222
海晏县,632223,156632223
刚察县,632224,156632224
同仁市,632301,156632301
尖扎县,632322,156632322
泽库县,632323,156632323
河南蒙古族自治县,632324,156632324
共和县,632521,156632521
同德县,632522,156632522
贵德县,632523,156632523
兴海县,632524,156632524
贵南县,632525,156632525
玛沁县,632621,156632621
班玛县,632622,156632622
甘德县,632623,156632623
达日县,632624,156632624
久治县,632625,156632625
玛多县,632626,156632626
玉树市,632701,156632701
杂多县,632722,156632722
称多县,632723,156632723
治多县,632724,156632724
囊谦县,632725,156632725
曲麻莱县,632726,156632726
格尔木市,632801,156632801
德令哈市,632802,156632802
茫崖市,632803,156632803
乌兰县,632821,156632821
都兰县,632822,156632822
天峻县,632823,156632823
大柴旦行政委员会,632857,156632857
兴庆区,640104,156640104
西夏区,640105,156640105
金凤区,640106,156640106
永宁县,640121,156640121
贺兰县,640122,156640122
灵武市,640181,156640181
大武口区,640202,156640202
惠农区,640205,156640205
平罗县,640221,156640221
利通区,640302,156640302
红寺堡区,640303,156640303
盐池县,640323,156640323
同心县,640324,156640324
青铜峡市,640381,156640381
原州区,640402,156640402
西吉县,640422,156640422
隆德县,640423,156640423
泾源县,640424,156640424
彭阳县,640425,156640425
沙坡头区,640502,156640502
中宁县,640521,156640521
海原县,640522,156640522
天山区,650102,156650102
沙依巴克区,650103,156650103
新市区,650104,156650104
水磨沟区,650105,156650105
头屯河区,650106,156650106
达坂城区,650107,156650107
米东区,650109,156650109
乌鲁木齐县,650121,156650121
独山子区,650202,156650202
克拉玛依区,650203,156650203
白碱滩区,650204,156650204
乌尔禾区,650205,156650205
高昌区,650402,156650402
鄯善县,650421,156650421
托克逊县,650422,156650422
伊州区,650502,156650502
巴里坤哈萨克自治县,650521,156650521
伊吾县,650522,156650522
昌吉市,652301,156652301
阜康市,652302,156652302
呼图壁县,652323,156652323
玛纳斯县,652324,156652324
奇台县,652325,156652325
吉木萨尔县,652327,156652327
木垒哈萨克自治县,652328,156652328
博乐市,652701,156652701
阿拉山口市,652702,156652702
精河县,652722,156652722
温泉县,652723,156652723
库尔勒市,652801,156652801
轮台县,652822,156652822
尉犁县,652823,156652823
若羌县,652824,156652824
且末县,652825,156652825
焉耆回族自治县,652826,156652826
和静县,652827,156652827
和硕县,652828,156652828
博湖县,652829,156652829
阿克苏市,652901,156652901
库车市,652902,156652902
温宿县,652922,156652922
沙雅县,652924,156652924
新和县,652925,156652925
拜城县,652926,156652926
乌什县,652927,156652927
阿瓦提县,652928,156652928
柯坪县,652929,156652929
阿图什市,653001,156653001
阿克陶县,653022,156653022
阿合奇县,653023,156653023
乌恰县,653024,156653024
喀什市,653101,156653101
疏附县,653121,156653121
疏勒县,653122,156653122
英吉沙县,653123,156653123
泽普县,653124,156653124
莎车县,653125,156653125
叶城县,653126,156653126
麦盖提县,653127,156653127
岳普湖县,653128,156653128
伽师县,653129,156653129
巴楚县,653130,156653130
塔什库尔干塔吉克自治县,653131,156653131
和田市,653201,156653201
和田县,653221,156653221
墨玉县,653222,156653222
皮山县,653223,156653223
洛浦县,653224,156653224
策勒县,653225,156653225
于田县,653226,156653226
民丰县,653227,156653227
伊宁市,654002,156654002
奎屯市,654003,156654003
霍尔果斯市,654004,156654004
伊宁县,654021,156654021
察布查尔锡伯自治县,654022,156654022
霍城县,654023,156654023
巩留县,654024,156654024
新源县,654025,156654025
昭苏县,654026,156654026
特克斯县,654027,156654027
尼勒克县,654028,156654028
塔城市,654201,156654201
乌苏市,654202,156654202
沙湾市,654203,156654203
额敏县,654221,156654221
托里县,654224,156654224
裕民县,654225,156654225
和布克赛尔蒙古自治县,654226,156654226
阿勒泰市,654301,156654301
布尔津县,654321,156654321
富蕴县,654322,156654322
福海县,654323,156654323
哈巴河县,654324,156654324
青河县,654325,156654325
吉木乃县,654326,156654326
石河子市,659001,156659001
阿拉尔市,659002,156659002
图木舒克市,659003,156659003
五家渠市,659004,156659004
北屯市,659005,156659005
铁门关市,659006,156659006
双河市,659007,156659007
可克达拉市,659008,156659008
昆玉市,659009,156659009
胡杨河市,659010,156659010
新星市,659011,156659011
白杨市,659012,156659012
高雄市,710001,156710001
花莲县,710003,156710003
基隆市,710004,156710004
嘉义市,710005,156710005
嘉义县,710006,156710006
苗栗县,710007,156710007
南投县,710008,156710008
台北市,710009,156710009
澎湖县,710010,156710010
屏东县,710011,156710011
新北市,710012,156710012
台东县,710013,156710013
台南市,710014,156710014
台中市,710016,156710016
桃园市,710018,156710018
新竹市,710019,156710019
新竹县,710020,156710020
宜兰县,710021,156710021
云林县,710022,156710022
彰化县,710023,156710023
中西区,810101,156810101
东区,810102,156810102
九龙城区,810103,156810103
观塘区,810104,156810104
南区,810105,156810105
深水埗区,810106,156810106
湾仔区,810107,156810107
黄大仙区,810108,156810108
油尖旺区,810109,156810109
离岛区,810110,156810110
葵青区,810111,156810111
北区,810112,156810112
西贡区,810113,156810113
沙田区,810114,156810114
屯门区,810115,156810115
大埔区,810116,156810116
荃湾区,810117,156810117
元朗区,810118,156810118
澳门特别行政区,820000,156820000
